omega,tau
0.0200397385,304.8735822709887
0.0890805941,38.09987137875717
0.1581214498,14.859438467728763
0.22716230550000002,7.909420876286355
0.2962031611,4.910398819630178
0.36524401680000007,3.3450285335681254
0.43428487250000003,2.425203660146778
0.5033257281,1.8388923487955853
0.5723665838,1.4422554059304047
0.6414074395,1.1614468753038567
0.7104482951,0.9553695856080626
0.7794891508000001,0.7996677447584387
0.8485300065,0.6791599884096926
0.9175708621,0.5839830066865784
0.9866117178000001,0.5075024598798836
1.0556525734,0.4451224688582816
1.1246934291,0.39357754064452954
1.1937342848,0.35049573406163914
1.2627751404,0.3141204805444844
1.3318159961000002,0.283128455715712
1.4008568518000002,0.25650738166394277
1.4698977074000001,0.2334722335914097
1.5389385631,0.21340665000495737
1.6079794188,0.19582123994352987
1.6770202744,0.18032343806387677
1.7460611301000002,0.16659539156415765
1.8151019857000001,0.15437752308362548
1.8841428414,0.14345616304465353
1.9531836971,0.13365413979528948
2.0222245527,0.12482354549659473
2.0912654084,0.1168401213305787
2.1603062641,0.10959886069768762
2.2293471197,0.1030105373467043
2.2983879754,0.0969989426443409
2.3674288311,0.09149867121088397
2.4364696867,0.08645333382406732
2.5055105424,0.08181410596593278
2.5745513981000006,0.07753854190446903
2.6435922537,0.07358960010055461
2.7126331094,0.06993483802430728
2.781673965,0.06654574358897453
2.8507148207,0.06339717722206052
2.9197556764,0.06046690426352132
2.988796532,0.05773520125332953
3.0578373877,0.055184523099400015
3.1268782434,0.052799220629517044
3.195919099,0.05056529993548274
3.2649599547000006,0.048470216618176534
3.3340008104,0.04650269929118773
3.403041666,0.044652597633432344
3.4720825217,0.042910751188901274
3.5411233773,0.04126887576098562
3.610164233,0.039719464698776526
3.6792050887000003,0.03825570295031594
3.7482459443000002,0.03687139197832856
3.8172868000000006,0.03556088401756306
3.8863276557000006,0.03431902438439549
3.955368511300001,0.03314110069964928
4.024409367,0.03202279810931412
4.0934502227000005,0.03096015972038322
4.1624910783,0.029949551542223216
4.231531934,0.028987631369792877
4.3005727897,0.028071321121835975
4.3696136453,0.027197782179323463
4.438654501000001,0.026364393369421753
4.507695356600001,0.025568731286791428
4.5767362123,0.024808552645112947
4.645777068,0.024081778455046454
4.7148179236,0.023386479789999002
4.7838587793,0.0227208649703353
4.852899635,0.02208326801488246
4.9219404906,0.021472138202340525
4.9909813463,0.020886030630379637
5.060022202,0.02032359767208729
5.129063057599999,0.019783581219321222
5.1981039133,0.019264805638314255
5.2671447689,0.01876617137082697
5.3361856246,0.018286649096635108
5.4052264803,0.01782527442211493
5.4742673359,0.017381143025042893
5.543308191600001,0.01695340621785982
5.6123490473,0.01654126689394981
5.681389902900001,0.016143975809122635
5.750430758600001,0.01576082817221572
5.8194716143,0.015391160520520992
5.888512469900001,0.015034347843754306
5.957553325600001,0.014689800938918146
6.0265941813,0.014356963979373966
6.095635036900001,0.014035312270048044
6.164675892600001,0.013724350176888488
6.233716748200001,0.013423609219564989
6.302757603900001,0.01313264630227916
6.371798459600001,0.012851042083775483
6.4408393152,0.012578399464160893
6.5098801709,0.012314342183048835
6.578921026599999,0.012058513523045189
6.6479618822,0.011810575103100329
6.7170027379,0.011570205757939468
6.786043593599999,0.011337100499614733
6.8550844492,0.011110969548424084
6.9241253049,0.010891537430926631
6.993166160500001,0.010678542142834811
7.062207016200001,0.010471734363989184
7.1312478719,0.010270876730590956
7.200288727500001,0.01007574315282547
7.269329583200001,0.009886118177525292
7.3383704389,0.009701796394874708
7.407411294500001,0.009522581881004268
7.476452150200001,0.009348287676375201
7.5454930059,0.009178735299530056
7.614533861500001,0.009013754289164434
7.683574717200001,0.008853181774823499
7.752615572800001,0.008696862076429352
7.8216564285,0.008544646324923676
7.890697284199999,0.008396392109296477
7.9597381398,0.008251963142656187
8.0287789955,0.008111228948293579
8.0978198512,0.007974064566147479
8.1668607068,0.007840350274665933
8.2359015625,0.00770997132891087
8.3049424182,0.007582817715467328
8.3739832738,0.0074587839196867895
8.4430241295,0.007337768706197718
8.512064985200002,0.007219674913346103
8.5811058408,0.007104409257547034
8.6501466965,0.006991882148527537
8.7191875521,0.006882007516345435
8.7882284078,0.006774702645448058
8.857269263500001,0.0066698880200742345
8.926310119100002,0.006567487176406533
8.9953509748,0.0064674265626461225
9.064391830500002,0.00636963540778851
9.1334326861,0.006274045595989043
9.2024735418,0.006180591547513402
9.2715143975,0.006089210107059098
9.3405552531,0.005999840436596968
9.4095961088,0.005912423913709253
9.4786369644,0.0058269040363293475
9.5476778201,0.005743226330402256
9.6167186758,0.0056613382639898934
9.6857595314,0.005581189164418534
9.7548003871,0.00550273013953059
9.823841242800002,0.00542591400380052
9.8928820984,0.005350695207013973
9.9619229541,0.0052770297664091245
10.0309638098,0.005204875203020131
10.1000046654,0.005134190480087034
10.169045521100001,0.005064935944396913
10.2380863768,0.004997073271273379
10.307127232399997,0.004930565411226808
10.3761680881,0.004865376539094965
10.4452089437,0.0048014720064583245
10.5142497994,0.00473881829483401
10.5832906551,0.004677382972367473
10.6523315107,0.004617134651567854
10.7213723664,0.00455804294895548
10.7904132221,0.004500078447271564
10.8594540777,0.004443212658589728
10.9284949334,0.004387417989066399
10.9975357891,0.004332667705954155
11.0665766447,0.004278935905320298
11.135617500400002,0.004226197481174249
11.204658356,0.004174428096676726
11.273699211700002,0.004123604155446357
11.3427400674,0.00407370277519541
11.411780923000002,0.004024701761738298
11.4808217787,0.003976579584102216
11.549862634400002,0.003929315351297229
11.61890349,0.003882888789420344
11.687944345700002,0.003837280219714202
11.756985201400001,0.003792470538114142
11.826026057000002,0.00374844119503232
11.8950669127,0.0037051741759710354
11.964107768400002,0.00366265198347599
12.033148624000003,0.003620857619246824
12.102189479700002,0.0035797745669696943
12.171230335300002,0.003539386776418717
12.240271191000001,0.003499678647300879
12.3093120467,0.003460635014601354
12.378352902300001,0.0034222411339220027
12.447393757999999,0.003384482667396454
12.516434613700001,0.003347345670635968
12.585475469299999,0.0033108165796821767
12.654516325,0.003274882198465121
